product,tier,spread_target,regime,estimator,n_events,r2_cv,r2_insample,rmse_bbl,hit_rate,hit_sig,n_sig,oos_hit_rate,oos_n,oos_rmse
LCO,tier2_freight,fly123,Backwardation-Deficit,Ridge,16,-0.2502,0.0017,0.187,0.75,0.7273,11,,,
LCO,tier2_freight,fly123,Deep-Backwardation,Lasso,70,-0.0221,0,0.2873,0.5286,0.5962,52,0.6364,11,0.3154
LCO,tier2_freight,fly123,Easing-Backwardation,Lasso,64,-0.0181,0.0345,0.2996,0.5156,0.6304,46,1,1,0.015
LCO,tier2_freight,fly123,Stable-Elevated,Lasso,49,-0.0805,0,0.3175,0.551,0.5862,29,,,
LCO,tier2_freight,fly123,Warm-Up,Ridge,33,-0.0899,0.0199,0.1756,0.6061,0.6071,28,,,
LCO,tier2_physical,fly123,ALL_REGIMES,Lasso,269,0.0114,0.0274,0.2762,0.5428,0.5661,189,0.5833,12,0.3087
LCO,tier2_physical,fly123,Backwardation-Deficit,Ridge,16,-0.1404,4e-04,0.1871,0.75,0.7273,11,,,
LCO,tier2_physical,fly123,Deep-Backwardation,Lasso,70,-0.0321,0.0028,0.2869,0.5286,0.5962,52,0.6364,11,0.3157
LCO,tier2_physical,fly123,Easing-Backwardation,Lasso,64,-0.0255,0.0302,0.3002,0.4531,0.5435,46,0,1,0.2172
LCO,tier2_physical,fly123,Stable-Elevated,Lasso,49,0.1065,0.1728,0.2888,0.551,0.5517,29,,,
LCO,tier2_physical,fly123,Warm-Up,Ridge,33,-0.021,0.0328,0.1744,0.5758,0.5357,28,,,
LCO,tier3_full,fly123,ALL_REGIMES,Lasso,269,-0.0033,0.0485,0.2732,0.5167,0.5185,189,0.6667,12,0.3066
LCO,tier3_full,fly123,Backwardation-Deficit,Ridge,16,-0.0292,0.2786,0.159,0.75,0.6364,11,,,
LCO,tier3_full,fly123,Deep-Backwardation,Lasso,70,-0.0218,0,0.2873,0.5286,0.5962,52,0.6364,11,0.3154
LCO,tier3_full,fly123,Easing-Backwardation,Lasso,64,0.0227,0.1063,0.2882,0.4844,0.4783,46,1,1,0.1837
LCO,tier3_full,fly123,Stable-Elevated,Lasso,49,-0.0776,0.0821,0.3042,0.551,0.5862,29,,,
LCO,tier3_full,fly123,Warm-Up,Ridge,33,-0.0293,0.0052,0.1769,0.5152,0.5,28,,,
LCO,tier2_freight,fly136,ALL_REGIMES,Lasso,269,0.019,0.0351,0.3304,0.539,0.5608,189,0.5833,12,1.0023
LCO,tier2_freight,fly136,Backwardation-Deficit,Ridge,16,-0.0458,0.0013,0.2544,0.5625,0.5455,11,,,
LCO,tier2_freight,fly136,Deep-Backwardation,Lasso,70,-0.0258,0,0.3666,0.5571,0.5769,52,0.6364,11,1.0281
LCO,tier2_freight,fly136,Easing-Backwardation,Lasso,64,-0.0954,0,0.3479,0.5625,0.6304,46,0,1,0.6547
LCO,tier2_freight,fly136,Stable-Elevated,Lasso,49,0.0768,0.1581,0.3508,0.5102,0.4483,29,,,
LCO,tier2_freight,fly136,Warm-Up,Ridge,33,0.0084,0.1112,0.1599,0.697,0.7143,28,,,
LCO,tier2_physical,fly136,ALL_REGIMES,Lasso,269,0.0031,0.0349,0.3304,0.5279,0.545,189,0.5833,12,1.0119
LCO,tier2_physical,fly136,Backwardation-Deficit,Ridge,16,-0.0657,4e-04,0.2545,0.5625,0.5455,11,,,
LCO,tier2_physical,fly136,Deep-Backwardation,Lasso,70,-0.076,0.0084,0.3651,0.5571,0.5769,52,0.6364,11,1.0383
LCO,tier2_physical,fly136,Easing-Backwardation,Lasso,64,-0.0314,0,0.3479,0.5625,0.6304,46,0,1,0.6547
LCO,tier2_physical,fly136,Stable-Elevated,Lasso,49,-0.0494,0.0776,0.3671,0.5306,0.4828,29,,,
LCO,tier2_physical,fly136,Warm-Up,Ridge,33,0.0631,0.137,0.1576,0.697,0.7143,28,,,
LCO,tier3_full,fly136,ALL_REGIMES,Lasso,269,0.0256,0.0797,0.3227,0.5762,0.582,189,0.4167,12,1.0187
LCO,tier3_full,fly136,Backwardation-Deficit,Ridge,16,-0.1803,0.2352,0.2226,0.625,0.5455,11,,,
LCO,tier3_full,fly136,Deep-Backwardation,Lasso,70,0.0229,0.0485,0.3576,0.5857,0.5577,52,0.4545,11,1.0429
LCO,tier3_full,fly136,Easing-Backwardation,Lasso,64,0.0209,0.1207,0.3263,0.5312,0.4565,46,0,1,0.698
LCO,tier3_full,fly136,Stable-Elevated,Lasso,49,-0.0782,0,0.3823,0.5306,0.4828,29,,,
LCO,tier3_full,fly136,Warm-Up,Ridge,33,0.0748,0.2257,0.1493,0.7576,0.75,28,,,
LCO,tier2_freight,m1m2,ALL_REGIMES,Lasso,269,0.0178,0.0396,0.3191,0.5911,0.582,189,0.75,12,1.5844
LCO,tier2_freight,m1m2,Backwardation-Deficit,Ridge,16,-0.5095,0.0013,0.2798,0.6875,0.6364,11,,,
LCO,tier2_freight,m1m2,Deep-Backwardation,Lasso,70,-0.023,0.0032,0.3269,0.6286,0.6346,52,0.8182,11,1.6472
LCO,tier2_freight,m1m2,Easing-Backwardation,Lasso,64,-0.0255,0.0347,0.3762,0.5312,0.5217,46,0,1,0.5248
LCO,tier2_freight,m1m2,Stable-Elevated,Lasso,49,0.1537,0.2685,0.2634,0.6735,0.6897,29,,,
LCO,tier2_freight,m1m2,Warm-Up,Ridge,33,-0.049,8e-04,0.1919,0.5152,0.4643,28,,,
LCO,tier2_physical,m1m2,ALL_REGIMES,Lasso,269,0.0076,0.0401,0.319,0.6022,0.5979,189,0.75,12,1.5838
LCO,tier2_physical,m1m2,Backwardation-Deficit,Ridge,16,-0.0791,0.001,0.2798,0.6875,0.6364,11,,,
LCO,tier2_physical,m1m2,Deep-Backwardation,Lasso,70,-0.0537,0,0.3274,0.6286,0.6346,52,0.8182,11,1.6432
LCO,tier2_physical,m1m2,Easing-Backwardation,Lasso,64,-0.0368,0.0373,0.3757,0.4375,0.4783,46,0,1,0.6322
LCO,tier2_physical,m1m2,Stable-Elevated,Lasso,49,-0.0441,0.0761,0.2961,0.6531,0.6552,29,,,
LCO,tier2_physical,m1m2,Warm-Up,Ridge,33,-0.067,0.0415,0.188,0.5758,0.5714,28,,,
LCO,tier3_full,m1m2,ALL_REGIMES,Lasso,269,-0.0026,0.0519,0.317,0.6022,0.5979,189,0.75,12,1.5824
LCO,tier3_full,m1m2,Backwardation-Deficit,Ridge,16,-0.1205,0.2664,0.2398,0.6875,0.6364,11,,,
LCO,tier3_full,m1m2,Deep-Backwardation,Lasso,70,-0.0247,0,0.3274,0.6286,0.6346,52,0.8182,11,1.6432
LCO,tier3_full,m1m2,Easing-Backwardation,Lasso,64,0.0021,0.0995,0.3634,0.6406,0.6087,46,0,1,0.5908
LCO,tier3_full,m1m2,Stable-Elevated,Lasso,49,0.0024,0.1764,0.2795,0.6735,0.6897,29,,,
LCO,tier3_full,m1m2,Warm-Up,Ridge,33,-0.014,0.0027,0.1918,0.5152,0.4643,28,,,
LCO,tier2_freight,m1m6,ALL_REGIMES,Lasso,269,0.005,0.0272,0.7334,0.6245,0.6138,189,0.4167,12,6.279
LCO,tier2_freight,m1m6,Backwardation-Deficit,Ridge,16,-0.218,0.0688,0.6138,0.6875,0.5455,11,,,
LCO,tier2_freight,m1m6,Deep-Backwardation,Lasso,70,-0.0041,0.0573,0.9313,0.6429,0.6538,52,0.3636,11,6.5112
LCO,tier2_freight,m1m6,Easing-Backwardation,Lasso,64,-0.0215,0.0721,0.737,0.6094,0.587,46,1,1,2.5995
LCO,tier2_freight,m1m6,Stable-Elevated,Lasso,49,0.0324,0.1715,0.4983,0.6735,0.7586,29,,,
LCO,tier2_freight,m1m6,Warm-Up,Ridge,33,-0.0324,0.0695,0.383,0.6667,0.6786,28,,,
LCO,tier2_physical,m1m6,ALL_REGIMES,Lasso,269,0.0097,0.0205,0.7359,0.6357,0.6296,189,0.6667,12,5.3586
LCO,tier2_physical,m1m6,Backwardation-Deficit,Ridge,16,-0.0348,0.2054,0.567,0.6875,0.5455,11,,,
LCO,tier2_physical,m1m6,Deep-Backwardation,Lasso,70,-0.0148,0.0178,0.9506,0.6286,0.6346,52,0.7273,11,5.5858
LCO,tier2_physical,m1m6,Easing-Backwardation,Lasso,64,-0.0562,0,0.765,0.625,0.587,46,0,1,1.1647
LCO,tier2_physical,m1m6,Stable-Elevated,Lasso,49,-0.1454,0,0.5474,0.6122,0.6552,29,,,
LCO,tier2_physical,m1m6,Warm-Up,Ridge,33,-0.0138,0.0995,0.3768,0.7273,0.75,28,,,
LCO,tier3_full,m1m6,ALL_REGIMES,Lasso,269,-0.0169,0.0109,0.7395,0.6245,0.6138,189,0.5833,12,5.2829
LCO,tier3_full,m1m6,Backwardation-Deficit,Ridge,16,0.1161,0.2812,0.5393,0.6875,0.5455,11,,,
LCO,tier3_full,m1m6,Deep-Backwardation,Lasso,70,-0.023,0,0.9592,0.6286,0.6346,52,0.6364,11,5.5067
LCO,tier3_full,m1m6,Easing-Backwardation,Lasso,64,-0.0516,0,0.765,0.625,0.587,46,0,1,1.1647
LCO,tier3_full,m1m6,Stable-Elevated,Lasso,49,0.1457,0.2103,0.4865,0.6735,0.7241,29,,,
LCO,tier3_full,m1m6,Warm-Up,Ridge,33,-0.0511,0.001,0.3968,0.6667,0.6429,28,,,
LCO,tier2_freight,m2m3,ALL_REGIMES,Lasso,269,-0.0014,0.0201,0.1787,0.632,0.6402,189,0.6667,12,1.4883
LCO,tier2_freight,m2m3,Backwardation-Deficit,Ridge,16,-0.0197,0.0292,0.1382,0.75,0.6364,11,,,
LCO,tier2_freight,m2m3,Deep-Backwardation,Lasso,70,-0.0382,0,0.2429,0.6714,0.6731,52,0.6364,11,1.5514
LCO,tier2_freight,m2m3,Easing-Backwardation,Lasso,64,-0.0416,0.0539,0.1632,0.6406,0.6739,46,1,1,0.3278
LCO,tier2_freight,m2m3,Stable-Elevated,Lasso,49,-0.0154,0.0622,0.1398,0.6531,0.7241,29,,,
LCO,tier2_freight,m2m3,Warm-Up,Ridge,33,-0.0634,6e-04,0.0812,0.5455,0.5357,28,,,
LCO,tier2_physical,m2m3,ALL_REGIMES,Lasso,269,-3e-04,0.0106,0.1796,0.632,0.6402,189,0.3333,12,1.5211
LCO,tier2_physical,m2m3,Backwardation-Deficit,Ridge,16,-0.0945,0.2643,0.1203,0.8125,0.7273,11,,,
LCO,tier2_physical,m2m3,Deep-Backwardation,Lasso,70,-0.0366,0.0244,0.2399,0.6857,0.6731,52,0.3636,11,1.5848
LCO,tier2_physical,m2m3,Easing-Backwardation,Lasso,64,-0.0405,0,0.1677,0.6562,0.6522,46,0,1,0.3664
LCO,tier2_physical,m2m3,Stable-Elevated,Lasso,49,-0.0934,0,0.1443,0.6327,0.6897,29,,,
LCO,tier2_physical,m2m3,Warm-Up,Ridge,33,-0.033,0.0509,0.0792,0.5455,0.5357,28,,,
LCO,tier3_full,m2m3,ALL_REGIMES,Lasso,269,-0.01,0,0.1806,0.6283,0.6349,189,0.5833,12,1.4891
LCO,tier3_full,m2m3,Backwardation-Deficit,Ridge,16,0.0933,0.2994,0.1174,0.75,0.6364,11,,,
LCO,tier3_full,m2m3,Deep-Backwardation,Lasso,70,-0.058,0,0.2429,0.6714,0.6731,52,0.6364,11,1.5514
LCO,tier3_full,m2m3,Easing-Backwardation,Lasso,64,-0.1289,0,0.1677,0.6562,0.6522,46,0,1,0.3664
LCO,tier3_full,m2m3,Stable-Elevated,Lasso,49,0.0195,0.1327,0.1344,0.7347,0.7931,29,,,
LCO,tier3_full,m2m3,Warm-Up,Ridge,33,-0.0269,0.0012,0.0812,0.5455,0.5357,28,,,
LGO,tier2_freight,fly123,ALL_REGIMES,Lasso,269,-0.0018,0.0053,0.7375,0.4833,0.4921,189,0.5455,11,3.0249
LGO,tier2_freight,fly123,Deep-Backwardation,Ridge,18,-0.451,0.001,1.9867,0.6111,0.6,15,0.5556,9,3.218
LGO,tier2_freight,fly123,Deep-Contango,Ridge,19,-0.0407,0.0011,0.1955,0.5263,0.4615,13,,,
LGO,tier2_freight,fly123,Easing-Backwardation,Lasso,47,-0.0032,0.0317,0.4382,0.617,0.6071,28,0.5,2,1.9308
LGO,tier2_freight,fly123,Stable-Elevated,Lasso,94,-0.0418,0,0.6051,0.4894,0.4714,70,,,
LGO,tier2_freight,fly123,Warm-Up,Lasso,68,-0.0453,0,0.5491,0.4559,0.4583,48,,,
LGO,tier2_physical,fly123,ALL_REGIMES,Lasso,269,-0.0047,0,0.7394,0.4907,0.5026,189,0.6364,11,2.9669
LGO,tier2_physical,fly123,Deep-Backwardation,Ridge,18,-0.0664,5e-04,1.9873,0.6111,0.6,15,0.5556,9,3.2114
LGO,tier2_physical,fly123,Deep-Contango,Ridge,19,-0.1075,0.09,0.1866,0.6842,0.6923,13,,,
LGO,tier2_physical,fly123,Easing-Backwardation,Lasso,47,-0.1399,0,0.4453,0.5957,0.5357,28,1,2,1.4166
LGO,tier2_physical,fly123,Stable-Elevated,Lasso,94,-0.0395,0,0.6051,0.4894,0.4714,70,,,
LGO,tier2_physical,fly123,Warm-Up,Lasso,68,-0.0407,0,0.5491,0.4559,0.4583,48,,,
LGO,tier3_full,fly123,ALL_REGIMES,Lasso,269,-0.0067,0,0.7394,0.4907,0.5026,189,0.5455,11,2.9917
LGO,tier3_full,fly123,Deep-Backwardation,Ridge,18,-0.1181,0.0025,1.9853,0.6111,0.6,15,0.5556,9,3.2108
LGO,tier3_full,fly123,Deep-Contango,Ridge,19,-0.0407,0.0652,0.1891,0.5263,0.4615,13,,,
LGO,tier3_full,fly123,Easing-Backwardation,Lasso,47,-0.0094,0.0173,0.4414,0.5319,0.4643,28,0.5,2,1.6844
LGO,tier3_full,fly123,Stable-Elevated,Lasso,94,-0.037,0,0.6051,0.4894,0.4714,70,,,
LGO,tier3_full,fly123,Warm-Up,Lasso,68,-0.0191,0,0.5491,0.4559,0.4583,48,,,
LGO,tier2_freight,fly136,ALL_REGIMES,Lasso,269,-0.0038,0.0121,1.3068,0.5242,0.5291,189,0.2727,11,6.0233
LGO,tier2_freight,fly136,Deep-Backwardation,Ridge,18,-0.0964,0.0435,2.4374,0.6667,0.7333,15,0.2222,9,6.6096
LGO,tier2_freight,fly136,Deep-Contango,Ridge,19,-0.0944,0.002,0.2699,0.6842,0.5385,13,,,
LGO,tier2_freight,fly136,Easing-Backwardation,Lasso,47,-0.116,0,0.7202,0.5106,0.5714,28,0.5,2,1.7164
LGO,tier2_freight,fly136,Stable-Elevated,Lasso,94,-0.0507,0,0.9994,0.4574,0.4714,70,,,
LGO,tier2_freight,fly136,Warm-Up,Lasso,68,-0.0782,0,1.3576,0.5441,0.5208,48,,,
LGO,tier2_physical,fly136,ALL_REGIMES,Lasso,269,-0.008,0.0143,1.3053,0.5316,0.5397,189,0.7273,11,5.4735
LGO,tier2_physical,fly136,Deep-Backwardation,Ridge,18,-0.1237,0.0497,2.4294,0.6667,0.7333,15,0.7778,9,5.9968
LGO,tier2_physical,fly136,Deep-Contango,Ridge,19,-0.2213,0.018,0.2678,0.6842,0.5385,13,,,
LGO,tier2_physical,fly136,Easing-Backwardation,Lasso,47,-0.1322,0,0.7202,0.5106,0.5714,28,0.5,2,1.7164
LGO,tier2_physical,fly136,Stable-Elevated,Lasso,94,-0.0086,0.0653,0.9662,0.4574,0.4714,70,,,
LGO,tier2_physical,fly136,Warm-Up,Lasso,68,-0.0766,0,1.3576,0.5441,0.5208,48,,,
LGO,tier3_full,fly136,ALL_REGIMES,Lasso,269,-0.0073,0,1.3147,0.5242,0.5291,189,0.7273,11,5.3801
LGO,tier3_full,fly136,Deep-Backwardation,Ridge,18,-0.103,0.0048,2.4862,0.6667,0.7333,15,0.7778,9,5.8926
LGO,tier3_full,fly136,Deep-Contango,Ridge,19,-0.1131,0.0056,0.2695,0.6842,0.5385,13,,,
LGO,tier3_full,fly136,Easing-Backwardation,Lasso,47,-0.0749,0,0.7202,0.5106,0.5714,28,0.5,2,1.7164
LGO,tier3_full,fly136,Stable-Elevated,Lasso,94,-0.0225,0,0.9994,0.4574,0.4714,70,,,
LGO,tier3_full,fly136,Warm-Up,Lasso,68,-0.05,0,1.3576,0.5441,0.5208,48,,,
LGO,tier2_freight,m1m2,ALL_REGIMES,Lasso,269,-0.0017,0.0125,0.9097,0.5428,0.5556,189,0.7273,11,4.2207
LGO,tier2_freight,m1m2,Deep-Backwardation,Ridge,18,-0.0444,0.0013,2.0437,0.6111,0.6667,15,0.7778,9,4.6023
LGO,tier2_freight,m1m2,Deep-Contango,Ridge,19,-0.016,0.0015,0.1971,0.5789,0.4615,13,,,
LGO,tier2_freight,m1m2,Easing-Backwardation,Lasso,47,-0.0617,0,0.5292,0.5106,0.5357,28,0.5,2,1.631
LGO,tier2_freight,m1m2,Stable-Elevated,Lasso,94,-0.0157,0.0129,0.682,0.4574,0.4571,70,,,
LGO,tier2_freight,m1m2,Warm-Up,Lasso,68,-0.0713,0,0.9504,0.6324,0.6667,48,,,
LGO,tier2_physical,m1m2,ALL_REGIMES,Lasso,269,5e-04,0.0143,0.9089,0.5353,0.545,189,0.2727,11,4.3313
LGO,tier2_physical,m1m2,Deep-Backwardation,Ridge,18,-0.0184,0.0409,2.0028,0.5556,0.6,15,0.2222,9,4.7263
LGO,tier2_physical,m1m2,Deep-Contango,Ridge,19,-0.116,0.1371,0.1832,0.6316,0.5385,13,,,
LGO,tier2_physical,m1m2,Easing-Backwardation,Lasso,47,-0.0936,0,0.5292,0.5106,0.5357,28,0.5,2,1.631
LGO,tier2_physical,m1m2,Stable-Elevated,Lasso,94,-0.0027,0.0336,0.6748,0.5106,0.5286,70,,,
LGO,tier2_physical,m1m2,Warm-Up,Lasso,68,-0.127,0,0.9504,0.6324,0.6667,48,,,
LGO,tier3_full,m1m2,ALL_REGIMES,Lasso,269,-0.0088,0.0141,0.909,0.5539,0.5714,189,0.6364,11,4.2587
LGO,tier3_full,m1m2,Deep-Backwardation,Ridge,18,-0.0527,0.0025,2.0425,0.6111,0.6667,15,0.7778,9,4.583
LGO,tier3_full,m1m2,Deep-Contango,Ridge,19,-0.0873,0.0998,0.1871,0.6316,0.5385,13,,,
LGO,tier3_full,m1m2,Easing-Backwardation,Lasso,47,-0.0812,0.0344,0.52,0.4894,0.4643,28,0,2,2.2876
LGO,tier3_full,m1m2,Stable-Elevated,Lasso,94,-0.0165,0,0.6864,0.4574,0.4571,70,,,
LGO,tier3_full,m1m2,Warm-Up,Lasso,68,-0.0235,0,0.9504,0.6324,0.6667,48,,,
LGO,tier2_freight,m1m6,ALL_REGIMES,Lasso,269,-0.0027,0.0082,2.0495,0.5613,0.5397,189,0.1818,11,10.6006
LGO,tier2_freight,m1m6,Deep-Backwardation,Ridge,18,-0.0996,0.0015,3.2732,0.3333,0.2667,15,0.2222,9,11.4799
LGO,tier2_freight,m1m6,Deep-Contango,Ridge,19,-0.2139,0.1835,0.3755,0.6842,0.7692,13,,,
LGO,tier2_freight,m1m6,Easing-Backwardation,Lasso,47,-0.0115,0.0548,1.1655,0.5745,0.5714,28,0,2,5.0002
LGO,tier2_freight,m1m6,Stable-Elevated,Lasso,94,0.0205,0.0896,1.3926,0.5745,0.5714,70,,,
LGO,tier2_freight,m1m6,Warm-Up,Lasso,68,-0.0486,0,2.7693,0.6618,0.6458,48,,,
LGO,tier2_physical,m1m6,ALL_REGIMES,Lasso,269,-0.0153,0,2.0579,0.5613,0.5397,189,0.3636,11,10.3836
LGO,tier2_physical,m1m6,Deep-Backwardation,Ridge,18,-0.0669,8e-04,3.2742,0.3333,0.2667,15,0.3333,9,11.4244
LGO,tier2_physical,m1m6,Deep-Contango,Ridge,19,-0.0494,0.0013,0.4153,0.5789,0.6154,13,,,
LGO,tier2_physical,m1m6,Easing-Backwardation,Lasso,47,-0.1017,0,1.1988,0.5532,0.5357,28,0.5,2,2.3845
LGO,tier2_physical,m1m6,Stable-Elevated,Lasso,94,-0.0665,0,1.4596,0.4894,0.4429,70,,,
LGO,tier2_physical,m1m6,Warm-Up,Lasso,68,-0.0403,0,2.7693,0.6618,0.6458,48,,,
LGO,tier3_full,m1m6,ALL_REGIMES,Lasso,269,-0.0185,0,2.0579,0.5613,0.5397,189,0.1818,11,10.5805
LGO,tier3_full,m1m6,Deep-Backwardation,Ridge,18,-0.0658,0.003,3.2706,0.3333,0.2667,15,0.2222,9,11.4618
LGO,tier3_full,m1m6,Deep-Contango,Ridge,19,-0.2221,0.0029,0.415,0.5789,0.6154,13,,,
LGO,tier3_full,m1m6,Easing-Backwardation,Lasso,47,-0.0349,0.2414,1.0441,0.617,0.5357,28,0,2,4.9538
LGO,tier3_full,m1m6,Stable-Elevated,Lasso,94,-0.0326,0,1.4596,0.4894,0.4429,70,,,
LGO,tier3_full,m1m6,Warm-Up,Lasso,68,-0.1052,0,2.7693,0.6618,0.6458,48,,,
LGO,tier2_freight,m2m3,ALL_REGIMES,Lasso,269,-0.0054,0,0.6584,0.539,0.5238,189,0.2727,11,3.2043
LGO,tier2_freight,m2m3,Deep-Backwardation,Ridge,18,-0.0432,0.0545,0.7993,0.5556,0.5333,15,0.2222,9,3.5335
LGO,tier2_freight,m2m3,Deep-Contango,Ridge,19,-0.1258,0.0397,0.1045,0.5263,0.6154,13,,,
LGO,tier2_freight,m2m3,Easing-Backwardation,Lasso,47,-0.0611,0,0.3697,0.5319,0.4643,28,0.5,2,0.5357
LGO,tier2_freight,m2m3,Stable-Elevated,Lasso,94,3e-04,0.0327,0.4513,0.5532,0.5857,70,,,
LGO,tier2_freight,m2m3,Warm-Up,Lasso,68,-0.0373,0,0.8297,0.5735,0.5417,48,,,
LGO,tier2_physical,m2m3,ALL_REGIMES,Lasso,269,-0.0029,0.0042,0.657,0.5353,0.5185,189,0.3636,11,2.9201
LGO,tier2_physical,m2m3,Deep-Backwardation,Ridge,18,-0.0848,0.001,0.8217,0.3889,0.3333,15,0.3333,9,3.2185
LGO,tier2_physical,m2m3,Deep-Contango,Ridge,19,-0.084,6e-04,0.1066,0.4737,0.3846,13,,,
LGO,tier2_physical,m2m3,Easing-Backwardation,Lasso,47,-0.1576,0,0.3697,0.5319,0.4643,28,0.5,2,0.5357
LGO,tier2_physical,m2m3,Stable-Elevated,Lasso,94,-0.032,0,0.4589,0.4894,0.5,70,,,
LGO,tier2_physical,m2m3,Warm-Up,Lasso,68,-0.0304,0,0.8297,0.5735,0.5417,48,,,
LGO,tier3_full,m2m3,ALL_REGIMES,Lasso,269,-0.0186,0,0.6584,0.539,0.5238,189,0.2727,11,2.926
LGO,tier3_full,m2m3,Deep-Backwardation,Ridge,18,-0.3647,0.004,0.8204,0.3889,0.3333,15,0.2222,9,3.2249
LGO,tier3_full,m2m3,Deep-Contango,Ridge,19,-0.1734,0.2076,0.095,0.5263,0.6923,13,,,
LGO,tier3_full,m2m3,Easing-Backwardation,Lasso,47,-0.0293,0,0.3697,0.5319,0.4643,28,0.5,2,0.5357
LGO,tier3_full,m2m3,Stable-Elevated,Lasso,94,-0.0548,0,0.4589,0.4894,0.5,70,,,
LGO,tier3_full,m2m3,Warm-Up,Lasso,68,-0.1879,0,0.8297,0.5735,0.5417,48,,,
